Id,SalePrice
1461,119145.27737187181
1462,161578.53150194447
1463,180672.94960033774
1464,198247.344336941
1465,198119.20239730962
1466,168001.69370734185
1467,177454.43630044564
1468,161664.29071216518
1469,193455.92014544515
1470,118422.76286840082
1471,176083.20983611353
1472,92537.38099594871
1473,91155.11201197309
1474,148256.6283872626
1475,111438.45630831609
1476,344904.9839129481
1477,247950.7257789388
1478,302505.64454967785
1479,297995.6318949019
1480,454012.22051653574
1481,322573.01340754033
1482,221977.3612789785
1483,177132.70705565685
1484,169344.9571852548
1485,194637.90553100005
1486,190895.5988909336
1487,341554.2359954396
1488,231138.07750447196
1489,193030.58042477616
1490,247380.1204523832
1491,193810.24479525635
1492,94946.72408868578
1493,191900.74300915192
1494,301536.4952133076
1495,292282.9894275986
1496,239299.28218117094
1497,180085.14053129643
1498,172443.17389268454
1499,169676.01025438955
1500,163524.9956547311
1501,179122.46259934152
1502,151884.92090926974
1503,297616.57832731993
1504,241034.8651331532
1505,225245.26472158203
1506,193414.42590827038
1507,240378.02507818482
1508,201446.82140008634
1509,156263.8551941745
1510,145726.01987408954
1511,148240.8334397683
1512,172564.0407137085
1513,145315.3396721494
1514,145476.31018583314
1515,186856.80220396226
1516,148930.8452361578
1517,170517.746417062
1518,131176.76496132102
1519,197876.19945528804
1520,129241.82084686725
1521,131013.306602303
1522,177741.70141256845
1523,110209.99159312501
1524,128400.98827102668
1525,119124.22345156227
1526,115867.79240040315
1527,105941.61910642426
1528,135135.5405878661
1529,154642.5809396581
1530,195618.5634171842
1531,115691.89194704374
1532,100717.38857658657
1533,146061.33884985698
1534,124102.83607284949
1535,144820.42558822475
1536,106740.70664848034
1537,59468.668554613476
1538,154163.56064562226
1539,193274.90446694964
1540,99173.3963817344
1541,145726.46060103722
1542,139401.21412977538
1543,188153.85942220685
1544,88240.48591007822
1545,118016.28384257488
1546,137335.25460437144
1547,136223.23681532018
1548,142015.13048884712
1549,123106.90829617961
1550,139684.1356412538
1551,106838.35128531017
1552,146968.50570440709
1553,152854.53916917372
1554,118593.09968598116
1555,162394.26543023987
1556,88803.42628628541
1557,110783.14159025851
1558,102504.20520386742
1559,81591.00152039043
1560,128531.2517086021
1561,123203.37332299027
1562,130881.13168237903
1563,119827.10457089415
1564,162356.70643576214
1565,150764.27120396227
1566,242339.99612489855
1567,78696.34283383805
1568,243250.86536621576
1569,129327.46696537484
1570,137443.68585528972
1571,108752.32622607489
1572,139972.5248709704
1573,224770.01638713205
1574,116553.7867998853
1575,235383.99636033326
1576,248877.26351897838
1577,183133.05605248004
1578,155189.0692731828
1579,147327.06697386573
1580,195626.39216026023
1581,170053.02586145131
1582,131086.4850922348
1583,287364.36797683296
1584,219346.9841796839
1585,138040.85936499943
1586,61615.37393344381
1587,102628.4664422621
1588,149513.8012031225
1589,99614.29639802234
1590,130192.61570089636
1591,94309.8309333073
1592,113282.33146190505
1593,128064.58907559366
1594,135585.24937135723
1595,111000.0619356039
1596,220116.5544998538
1597,192531.91753152173
1598,221012.47884306833
1599,165325.80621029154
1600,161805.3613535982
1601,59029.912681282825
1602,112823.29350023849
1603,78356.87648436494
1604,260326.6395563616
1605,230691.26443218812
1606,166488.04022683552
1607,167818.27432069057
1608,224734.84564229916
1609,184190.57118398408
1610,150228.3414571099
1611,139329.97763785068
1612,168292.61795335083
1613,162249.0011547257
1614,122431.55558575637
1615,90549.17241783874
1616,76989.42951028568
1617,89755.63360472153
1618,127917.2966102882
1619,140644.20159155052
1620,143161.3098721633
1621,131613.64426083028
1622,143665.50691422014
1623,251666.87941175036
1624,201652.7743176
1625,117764.68155793143
1626,171138.7630051043
1627,190279.55513003436
1628,276961.65647822176
1629,181502.95401868215
1630,321302.301015082
1631,228850.58446540585
1632,240531.08701783404
1633,176207.3213309309
1634,181918.02307565825
1635,172152.4578135075
1636,151473.1522055543
1637,198431.05424427535
1638,186371.63933731423
1639,185966.89671574908
1640,246012.6347312836
1641,180256.85828449868
1642,250036.33236014628
1643,219235.14730407554
1644,240907.1646302245
1645,199586.45939222735
1646,161676.4949751956
1647,160910.69027695517
1648,129396.44843570139
1649,142417.30473472844
1650,114141.67171565906
1651,122462.93109788693
1652,94392.48612498809
1653,97409.42123787932
1654,145329.7352381029
1655,132829.1123588371
1656,141592.3701683629
1657,147979.60439797927
1658,146024.9865967997
1659,117752.75087474872
1660,151192.37225188268
1661,427176.7683957648
1662,380187.09867079
1663,362986.20357456256
1664,453147.9590411151
1665,301464.56431123207
1666,328599.2494349204
1667,371047.61329589755
1668,348519.2374406235
1669,312564.1565091059
1670,340300.209906716
1671,266029.6580915889
1672,376621.03850758815
1673,294743.0076464223
1674,240993.37358890622
1675,206342.0059099258
1676,201608.47636910542
1677,224963.2168938896
1678,447017.41118744574
1679,380519.2780460427
1680,323677.20646566065
1681,251287.49906406045
1682,315727.73296470684
1683,190617.85871613992
1684,177229.13531738523
1685,174127.8151056775
1686,176977.59885173902
1687,172576.56786630952
1688,185520.5135423978
1689,192528.04726318113
1690,195155.08564992656
1691,186473.6813209732
1692,265951.8017660309
1693,173496.04583150262
1694,182498.27618850235
1695,166740.1747822346
1696,271994.90889997093
1697,174703.33949258478
1698,342412.4236963895
1699,311154.5521066389
1700,258632.18142697742
1701,269738.5535544014
1702,234087.2909183365
1703,239821.5532837443
1704,266010.7456659773
1705,242909.28949783908
1706,392167.69483126065
1707,209085.28614515965
1708,203402.45485223128
1709,257804.7510446096
1710,224128.81409839846
1711,277587.0755698326
1712,242979.96933904226
1713,269256.0504533223
1714,225811.16539948081
1715,208359.84964786854
1716,184688.2232250697
1717,183366.55629622343
1718,143607.91252503818
1719,205104.87598225698
1720,234078.53719788417
1721,163195.47173817214
1722,129207.50287998638
1723,154636.56144077677
1724,199590.98790765216
1725,240942.88890829883
1726,184108.05091658898
1727,155949.5321675213
1728,168265.7644000635
1729,167648.6019019546
1730,169158.8812232895
1731,118418.7712004231
1732,125033.14992055042
1733,112332.07287184408
1734,122196.05009308015
1735,121525.39078965168
1736,104813.81208715482
1737,307608.9817096425
1738,268550.2839956162
1739,230811.45252043154
1740,209441.48214620817
1741,191322.82970907362
1742,173721.0638349148
1743,180370.88175795675
1744,342892.80077892455
1745,222806.16879271573
1746,195589.69959890912
1747,217366.6702282517
1748,224321.75028032207
1749,139305.05977726332
1750,125390.77064691138
1751,238756.31814079933
1752,116931.72867945078
1753,146871.80539910684
1754,195861.16293516295
1755,166957.1335134453
1756,129420.33747875699
1757,120915.24075239223
1758,146607.79263385173
1759,159903.35612185523
1760,166373.2152869916
1761,146403.0097404282
1762,182241.371745733
1763,186418.514331684
1764,119041.457800705
1765,160031.59997971053
1766,191083.82156365932
1767,220323.7694907865
1768,141599.96505030393
1769,174026.86874554056
1770,156350.64343940583
1771,120147.6698031052
1772,129892.27642376279
1773,126066.2224665992
1774,140688.50947149875
1775,142533.02003719428
1776,128906.88012312
1777,108155.7148409447
1778,142704.73441826415
1779,124369.17087129147
1780,166655.45784382714
1781,129207.01872521325
1782,84819.15466990502
1783,138214.61958910374
1784,107516.61700267634
1785,122441.3900250888
1786,124579.23928357926
1787,162693.02221769225
1788,55721.991379153784
1789,99391.83224537112
1790,79771.2330840531
1791,169403.63093481344
1792,158423.01495471562
1793,128324.35923986312
1794,157382.91680254947
1795,134995.1763514481
1796,126226.99168908915
1797,113717.13030089025
1798,121369.72087156093
1799,108274.0164000507
1800,122880.20694900033
1801,127477.71072507286
1802,124320.23827055625
1803,145909.6480686539
1804,140784.0918171792
1805,133181.59200032466
1806,124954.12990601477
1807,139667.0996967607
1808,123494.8451663126
1809,125628.94060365953
1810,139858.7992645733
1811,90723.29951694218
1812,102980.28603010964
1813,125055.44588331318
1814,95070.94888315529
1815,48903.7733224021
1816,96049.01752310396
1817,110150.55426555204
1818,147258.78093307372
1819,122560.44230019851
1820,59001.380490299816
1821,108468.0088931702
1822,156534.37253541226
1823,46228.30448583734
1824,123011.85174651594
1825,141717.9089161322
1826,102750.4249915919
1827,103073.77879091026
1828,134704.84594132524
1829,126925.2879491636
1830,143194.2187292291
1831,145711.19715261017
1832,78791.81472196756
1833,138420.7040423589
1834,116740.6210014493
1835,126764.31378357399
1836,119760.82760072598
1837,85606.49386804966
1838,124446.14661568459
1839,102333.09238671981
1840,135538.81153806
1841,125188.65014435735
1842,92951.1726392041
1843,130127.16226737657
1844,135204.67373077286
1845,140390.03871807578
1846,156104.22198102565
1847,173865.6157468679
1848,52554.51707508865
1849,109132.17778831124
1850,116527.38345248131
1851,147122.86726562152
1852,124703.72511885191
1853,121494.40819485062
1854,168461.0203455823
1855,155466.07098053364
1856,225061.425106429
1857,150109.00188027578
1858,144763.05043171343
1859,124201.69163123173
1860,140734.44168576988
1861,122712.58100969878
1862,289597.4832940286
1863,268371.17102877906
1864,268318.5080432966
1865,338051.632350921
1866,318571.7905529063
1867,219995.56164944355
