Id,SalePrice
1461,114477.23385101551
1462,144852.7406759257
1463,178854.85869543583
1464,193916.2864474568
1465,193409.63119856812
1466,178302.03228934098
1467,164678.94627960128
1468,176273.4270888019
1469,191958.92953258308
1470,116653.80345377896
1471,194065.8268749166
1472,110808.44568302702
1473,106878.45713429677
1474,154945.7820029809
1475,127645.86034964728
1476,361635.8420480741
1477,251918.85814047357
1478,300688.1400428304
1479,298930.35480280145
1480,455680.8566986833
1481,321948.96953789995
1482,225531.37862631097
1483,180328.47017640038
1484,179551.73730050412
1485,191193.8728848464
1486,205583.7097736412
1487,322656.731144652
1488,252904.8778490976
1489,194522.20747217807
1490,207982.2096161392
1491,201128.85884992676
1492,96938.65635833966
1493,194037.8200420131
1494,279539.59004476684
1495,276985.21191823104
1496,216444.91564394228
1497,184362.92683780668
1498,168698.35673568258
1499,168630.09119907743
1500,157665.5430399472
1501,170379.88890880803
1502,160856.42165000807
1503,273932.0542062679
1504,236036.48453359233
1505,215425.49913376258
1506,180329.59294143404
1507,233333.09161482487
1508,193159.99491072097
1509,158971.4966525092
1510,138428.84543554796
1511,134740.76510702152
1512,149907.87443828615
1513,148512.74929379413
1514,147041.54928618894
1515,200869.95470594466
1516,144054.11728220092
1517,156207.59871928385
1518,139530.0026125195
1519,207268.47944353442
1520,125471.78246868211
1521,126996.26903475971
1522,169470.10712177094
1523,109493.7885372525
1524,112510.3620527897
1525,113381.67934309185
1526,113109.37399709159
1527,105099.92058727691
1528,133943.55561581766
1529,137533.82821796168
1530,174135.137433456
1531,114913.4452665487
1532,96053.46340657132
1533,135220.66389134093
1534,128854.58412030723
1535,152206.2342065482
1536,111243.35090485297
1537,82527.83820443197
1538,159441.79603661958
1539,182877.73905845333
1540,109456.43650418251
1541,147249.39844033067
1542,137652.7996394111
1543,199334.15598189994
1544,81643.1474653367
1545,110309.5321903302
1546,137896.14379836805
1547,133853.5410995972
1548,126726.86279311545
1549,118257.00580711463
1550,132529.9619476636
1551,112969.56578833399
1552,132890.11209978853
1553,137204.873787779
1554,122389.64221731333
1555,162184.04844236773
1556,98448.88751762321
1557,99282.48276684895
1558,104486.42071102728
1559,98081.28617958112
1560,129704.88795218115
1561,127462.20739091141
1562,124926.25865375933
1563,114355.72320353867
1564,161369.63933780312
1565,152091.81108722353
1566,225976.0448102411
1567,87801.01083372072
1568,211258.37332917214
1569,122413.32902509028
1570,139390.6380225454
1571,118152.91087022038
1572,134091.10941992252
1573,246254.72031914254
1574,128360.75512865804
1575,214861.35407831182
1576,228339.45224880928
1577,196490.44445402248
1578,138559.84989342815
1579,139435.41702601974
1580,204120.49487449825
1581,137901.1311651188
1582,125596.7596035512
1583,298811.2324263085
1584,226870.24690031042
1585,147362.98271465732
